psp_name;grid_easting;grid_northing;typetable;pvoltage;firm_cap;mindemand;maxdemand;rpf;gentot;demtot;genhr;demhr;fl_break_d;fl_break_r;fl_make_d;fl_make_r;fl;worst_tap;gen_voltage_constraint;upgenconst;dem_voltage_constraint;gsp_hm_constraint_manual;odp_primary_name;updemconst;upstreamname;gsp_name;genconstraint;demconstraint;worst_case_constraint_gen_colour;worst_case_constraint_dem_colour;substation_location;fault_level_
Guardian Glass;472243.0;422459.0;Primary;11.0;30.0;1.49000000953674;5.61999988555908;1.0;0.9;6.0;0.0;18.3800001144409;10.02868;19.99731;26.82183;49.99329;0.729298114776611;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Guardian Glass;No;Camblesforth;Camblesforth;Green;Green;Green;Green;53.69358866388676, -0.9073953929204054;72.9298114776611
Guisborough T1 T2;461116.0;516771.0;Primary;11.0;24.0;1.12999999523163;14.8800001144409;0.5;0.231;4.1;0.0;5.01999988555908;8.86;13.1;25.22;32.8;0.872222185134888;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Guisborough T1 T2;No;Lackenby;Lackenby;Red - Voltage;Green;Red;Green;54.54252058183299, -1.056837632233562;87.2222185134888
Hackenthorpe;441077.0;383927.0;Primary;11.0;24.0;2.65000009536743;11.6999998092651;1.0;0.0;0.0;0.0;12.3000001907349;11.56692;13.1216;30.348;32.80399;0.925131261348724;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Hackenthorpe;No;Thurcroft;Thurcroft;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.350642943732765, -1.384385425279836;92.51312613487241
Hartmoor 66/20kV;445788.0;534359.0;Primary;20.0;31.0;-1.20000004768372;19.4300003051758;1.0;13.0;0.6;0.0;10.9699996948242;6.82;20.0;20.45;50.0;0.577598571777344;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Hartmoor 66/20kV;No;Hartmoor;Hartmoor;Amber - Voltage;Green;Amber;Green;54.70218138721344, -1.2909985777078994;57.759857177734396
Harworth;462328.0;391456.0;Primary;11.0;30.0;5.03999996185303;9.67000007629395;1.0;0.999;6.656;0.0;13.6739999237061;11.34181;13.1216;28.15172;32.80399;0.864362001419067;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Harworth;No;Thurcroft;Thurcroft;Green;Green;Green;Green;53.416236223286745, -1.0636988781591676;86.43620014190671
Hawthorn Pit;438808.0;545872.0;Primary;20.0;27.0;-2.79999995231628;19.7600002288818;1.0;1.005;3.25;0.0;3.98999977111816;6.98;9.2;20.17;23.5;0.858297884464264;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Hawthorn Pit;No;Hawthorn Pit Grid;Hawthorn Pit Grid;Red - Voltage;Green;Red;Green;54.80622236341085, -1.3977715195707063;85.8297884464264
Hawthorn Pit Grid;438560.0;545872.0;GSP;66.0;200.0;12.0;90.0;1.0;1049.296;4.875;0.0;105.125;12.28;21.9;35.88;55.8;0.643010795116425;0.0;Data Not Available;NGET;Data Not Available;R;Hawthorn Pit Grid;NGET;NGET;Hawthorn Pit Grid;Green;Green;Green;Green;54.80624143641626, -1.4016295278638762;64.3010795116425
Hebburn;430872.0;564871.0;Primary;5.75;12.0;1.10000002384186;3.61999988555908;0.5;0.0;0.0;7.10000002384186;8.38000011444092;14.8905;13.1;41.4428;33.4;1.24080228805542;3.0;Some Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Hebburn;No;West Boldon;West Boldon;"Red - Fault Level; Amber - Voltage";Red - Fault Level;Red;Red;54.977496886759006, -1.5192019195580866;124.08022880554199
Hebburn West;430493.0;564244.0;Primary;11.0;24.0;0.839999973773956;2.75999999046326;0.0;0.0;0.0;0.839999973773956;21.2400000095367;8.79;13.1;23.41;32.8;0.931003630161285;4.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Hebburn West;No;West Boldon;West Boldon;Amber - Fault Level;Amber - Fault Level;Amber;Amber;54.97188598528828, -1.5251894538390476;93.1003630161285
Heckmondwike;421199.0;423938.0;Supply Point;33.0;58.9;12.4200000762939;40.5400009155273;1.0;1.039;1.714;44.3775000000001;16.6459990844727;8.993619;26.24319;24.57402;65.60799;0.480399996042252;0.0;Data Not Available;NO;Data Not Available;R;Heckmondwike;NO;Skelton Grange;Skelton Grange;Green;Green;Green;Green;53.711436602381696, -1.680299541468602;48.039999604225194
Hedley Chase;428353.0;433329.0;Primary;11.0;23.0;2.00999999046326;5.93304300308228;0.5;0.115;4.8;13.3949999904633;12.2669569969177;8.545499;13.1216;22.95685;32.80399;0.699818789958954;4.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Hedley Chase;No;Beeston Royds 132/33kV;Kirkstall B;Green;Green;Green;Green;53.79550278216852, -1.571056397537303;69.9818789958954
Hickleton;446555.0;405477.0;Primary;11.0;23.0;-1.51999998092651;6.40000009536743;0.0;0.0;0.0;0.0;0.0;11.50248;13.1216;29.21912;32.80399;1.00065362453461;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Hickleton;GSP Constraint;Doncaster B/Thorpe Marsh;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.54387773344132, -1.2989179272787745;100.065362453461
High Barmston;432628.0;555804.0;Primary;11.0;20.0;5.76000022888184;18.8999996185303;1.0;0.4032;1.2;25.3568002288818;0.0;9.94;13.1;28.65;33.4;0.931003630161285;3.0;Some Voltage Constraint;GSP Constraint;No Voltage Constraint;R;High Barmston;No;West Boldon;West Boldon;"Amber - Voltage; Amber- Fault level";Amber - Fault Level;Amber;Amber;54.89591029816584, -1.4927940363232544;93.1003630161285
Hillcrest;432032.0;435795.0;Primary;11.0;23.0;4.01000022888184;14.7600002288818;0.0;0.0;0.0;4.01000022888184;8.23999977111816;11.41331;13.1216;29.85137;32.80399;0.916205048561096;5.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Hillcrest;No;Leeds East;Skelton Grange;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.81745362183923, -1.5149522389605636;91.62050485610959
Holderness;514377.0;432251.0;Primary;11.0;23.0;3.25;11.4200000762939;0.0;0.0;0.0;0.0;11.5799999237061;10.68987;13.1216;27.36361;32.80399;0.841125071048737;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Holderness;No;Bransholme;Creyke Beck;Green;Green;Green;Green;53.7740435051841, -0.26594293992659807;84.1125071048737
Horbury;428670.0;418760.0;Primary;11.0;23.0;2.44000005722046;11.3299999237061;1.0;0.92;2.5;0.0;9.17000007629395;7.648427;13.1216;18.31978;32.80399;0.712683498859406;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Horbury;No;Thornhill 132kV;Elland;Green;Green;Green;Green;53.66454221287751, -1.5675891091023757;71.2683498859406
Houghton;433117.0;550274.0;Primary;11.0;24.0;5.17000007629395;16.7299995422363;0.5;0.0;0.0;0.0;7.27000045776367;8.37;13.1;23.9;32.8;0.728658556938171;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Houghton;No;Hawthorn Pit Grid;Hawthorn Pit Grid;Amber - Voltage;Green;Amber;Green;54.84618576029544, -1.4858024419215692;72.86585569381711
Houghton Main;442238.0;405793.0;Primary;11.0;15.0;-7.6100001335144;6.01999998092651;0.0;0.0;0.0;0.0;8.98000001907349;11.0;13.1216;28.91709;32.80399;1.0;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Houghton Main;No;West Melton;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.5470818636953, -1.3640177794601487;100.0
Howdon;433255.0;566387.0;Primary;11.0;24.0;2.20000004768372;8.61999988555908;1.0;0.0;0.0;0.0;15.3800001144409;10.82;13.1;29.79;33.4;0.891916155815125;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Howdon;No;Flatworth;Tynemouth;Red - Voltage;Green;Red;Green;54.99096660208098, -1.481797302720864;89.1916155815125
Hunshelf;426274.0;400012.0;Supply Point;66.0;156.0;8.98999977111816;70.0599975585938;1.0;82.1;0.0;82.8899997711182;85.9400024414063;9.006479;15.30853;20.23857;39.0;1.0;0.0;Data Not Available;NO;Data Not Available;R;Hunshelf;NO;West Melton Section 3;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.496159237012165, -1.6054200086780535;100.0
Huntington New Lane;462035.0;454104.0;Primary;11.0;24.0;5.80000019073486;16.8199996948242;1.0;1.3;1.6816;0.0;5.49840030517578;9.54;20.0;30.46;50.0;0.803680002689362;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Huntington New Lane;No;Melrosegate;Osbaldwick;Green;Green;Green;Green;53.979282083099385, -1.05558986293056;80.3680002689362
Husthwaite 33/11kV;450565.0;473758.0;Primary;11.0;15.0;0.0500000007450581;12.5;1.0;0.0;0.0;0.0;2.5;6.56;25.0;18.25;62.5;0.32192000746727;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Husthwaite 33/11kV;No;Husthwaite;Knaresborough;Green;Green;Green;Green;54.15715400148383, -1.227191238773367;32.192000746727004
Idle;417565.0;436644.0;Primary;11.0;23.0;3.49000000953674;11.6000003814697;0.0;0.0;0.0;0.0;0.0;11.51632;13.1216;29.34925;32.80399;0.921568632125854;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Idle;Upstream Constraint;Bradford;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.82577103341903, -1.7346377337212036;92.1568632125854
Jarratt Street;457737.0;402696.0;Primary;11.0;23.0;5.84000015258789;18.6000003814697;0.5;0.0;0.0;0.0;0.0;9.739406;13.1216;27.80467;32.80399;1.00065362453461;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Jarratt Street;GSP Constraint;Mallard Way;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.517776205431, -1.1307035850086962;100.065362453461
Keadby;482816.0;411915.0;GSP;132.0;480.0;13.0;278.0;1.0;2056.118;269.6368;0.0;0.0;29.3;29.3;80.0;80.0;1.0;0.0;Data Not Available;NGET;Data Not Available;R;Keadby;NGET;NGET;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.59727294475655, -0.7501167918646148;100.0
Keddington Road;534142.0;388599.0;Primary;11.0;12.0;-3.35999989509583;7.30000019073486;1.0;0.0;0.0;0.0;0.0;10.32284;24.98352;18.28444;62.4588;1.0;9.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Keddington Road;GSP Constraint;Wold Newton;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.37722113714209, 0.015041101370372213;100.0
Kirk Sandall;461302.0;407300.0;Primary;11.0;24.0;2.07999992370605;8.1899995803833;1.0;0.91;1.5;0.0;0.0;11.72731;13.1216;31.93906;32.80399;1.00065362453461;8.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Kirk Sandall;GSP Constraint;Doncaster B/Thorpe Marsh;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.558750332677086, -1.076044910246914;100.065362453461
Kirkburn;497497.0;454571.0;Primary;11.0;8.0;-2.49670791625977;7.25;1.0;0.0;0.0;0.0;0.75;6.185373;19.99731;16.60851;49.99329;0.993019342422485;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Kirkburn;No;Driffield/Beverley Group;Creyke Beck;Red - Fault Level;Red - Fault Level;Red;Red;53.97801459209416, -0.5148860766319919;99.3019342422485
Kirkstall C 2/5;427158.0;434571.0;Supply Point;33.0;117.0;13.6599998474121;51.1100006103516;1.0;1.485;29.982;129.174999847412;35.9079993896484;10.78752;15.30853;29.12415;39.0;0.74677300453186;0.0;Data Not Available;NO;Data Not Available;R;Kirkstall C 2/5;NO;Kirkstall B;Kirkstall B;Green;Green;Green;Green;53.806729000381, -1.5890880259619995;74.677300453186
Kiveton Park;449383.0;382220.0;Primary;11.0;15.0;-1.53999996185303;8.25;0.0;0.75;0.49;0.0;6.26;8.013952;13.1216;21.09188;32.80399;0.852021276950836;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Kiveton Park;No;Thurcroft;Thurcroft;Green;Green;Green;Green;53.33459209630564, -1.259884976428469;85.20212769508359
Knaresborough;433605.0;459638.0;GSP;132.0;260.0;25.0;151.0;1.0;614.4926;17.6499;0.0;91.3501;7.77;31.5;21.52;80.0;0.268999993801117;0.0;Data Not Available;NGET;Data Not Available;R;Knaresborough;NGET;NGET;Knaresborough;Green;Green;Green;Green;54.03164145928918, -1.4884492415554795;26.8999993801117
Lackenby;456189.0;519507.0;GSP;66.0;260.0;20.0;151.0;1.0;564.282;7.2;0.0;101.8;17.22;21.9;48.67;55.8;0.872222185134888;0.0;Data Not Available;NGET;Data Not Available;R;Lackenby;NGET;NGET;Lackenby;Green;Green;Green;Green;54.56767524471104, -1.1324631032870303;87.2222185134888
Leeds East;432406.0;434042.0;Supply Point;33.0;117.0;10.1199998855591;59.3600006103516;1.0;14.096;5.5042;44.3775000000001;52.1357993896484;13.77149;17.49546;40.07358;43.73866;0.916205048561096;0.0;Data Not Available;NO;Data Not Available;R;Leeds East;NO;Skelton Grange;Skelton Grange;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.801675254205165, -1.5094557078941044;91.62050485610959
Leeds North;430244.0;435387.0;Supply Point;33.0;117.0;17.6900005340576;55.8629989624023;1.0;50.356;3.52;44.3775000000001;55.0616;12.55668;17.5;36.02076;43.75;0.823331654071808;0.0;Data Not Available;NO;Data Not Available;R;Leeds North;Upstream Constraint;Skelton Grange;Skelton Grange;Green;Green;Green;Green;53.81389333821951, -1.5421488939548618;82.3331654071808
Leeds Road;437938.0;445315.0;Primary;11.0;8.0;1.37000000476837;7.07999992370605;0.0;0.0;0.0;0.0;0.920000076293945;4.652735;12.5;11.56303;31.25;0.910400032997131;11.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Leeds Road;No;Bramham;Ferrybridge B;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.90261770376821, -1.424078171518087;91.0400032997131
Legrams Mill Lane;414091.0;432580.0;Primary;11.0;23.0;2.66000008583069;9.71004581451416;1.0;0.0;0.0;0.0;13.2899541854858;11.20397;13.1216;28.971;32.80399;0.921568632125854;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Legrams Mill Lane;No;Girlington;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.78934930448678, -1.7875982038345013;92.1568632125854
Leylands Road;430738.0;434182.0;Primary;11.0;23.0;4.26999998092651;13.5200004577637;0.5;0.0;0.0;15.7699999809265;9.47999954223633;8.536012;13.1216;24.0927;32.80399;0.823331654071808;5.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Leylands Road;No;Leeds North;Skelton Grange;Green;Green;Green;Green;53.80303437439584, -1.5347663619883796;82.3331654071808
Longbenton;426249.0;568136.0;Primary;11.0;24.0;3.64000010490417;15.1199998855591;1.0;1.258;2.18;26.3820001049042;6.70000011444092;10.76;18.0;31.85;45.0;0.707777798175812;1.0;Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Longbenton;No;Gosforth;Tynemouth;Red - Voltage;Green;Red;Green;55.00709985602244, -1.591129359732129;70.7777798175812
Louth;532323.0;389089.0;Primary;11.0;23.0;3.67000007629395;14.6499996185303;0.0;0.067;1.2515;0.0;0.0;10.83987;13.1216;24.32238;32.80399;1.0;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Louth;GSP Constraint;Wold Newton;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.382081112284226, -0.012080020550777233;100.0
Low Road;431507.0;431659.0;Supply Point;33.0;228.0;31.7000007629395;80.5199966430664;0.0;2.1985;132.1692;29.5015007629395;15.3108033569336;15.71485;25.0;45.60968;62.5;0.72975492477417;0.0;Data Not Available;NO;Data Not Available;R;Low Road;NO;Skelton Grange;Skelton Grange;Green;Green;Green;Green;53.780312692508815, -1.5233475734972233;72.975492477417
Manchester Road;416265.0;432582.0;Primary;11.0;23.0;3.05999994277954;8.18000030517578;0.0;0.0;0.0;0.0;0.0;10.55472;13.1216;27.90899;32.80399;0.921568632125854;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Manchester Road;Upstream Constraint;Bradford;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.789304367685276, -1.7545999853489842;92.1568632125854
Mansfield Road 1;439450.0;384365.0;Primary;11.0;16.0;2.78999996185303;10.6700000762939;0.0;0.0;0.0;2.78999996185303;5.32999992370605;5.988307;13.1216;15.45295;32.80399;1.01314330101013;12.0;No Voltage Constraint;No;No Voltage Constraint;G;Mansfield Road 1;No;Sheffield City;Sheffield City;Red - Fault Level;Red - Fault Level;Red;Red;53.354703262709926, -1.4087710576047112;101.31433010101301
Meadowfield;425110.0;539027.0;Primary;11.0;24.0;-4.55999994277954;9.13000011444092;1.0;0.0;0.0;0.0;14.8699998855591;8.97;20.0;26.0;50.0;0.801025629043579;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Meadowfield;No;Spennymoor 132/66kV;Spennymoor GSP;Amber - Voltage;Green;Amber;Green;54.745581080196, -1.6114597856589057;80.1025629043579
Melrosegate 33/11kV;461795.0;451862.0;Primary;11.0;32.0;1.88999998569489;8.72123718261719;1.0;0.111;0.5;0.0;22.7787628173828;8.48;25.0;25.52;62.5;0.803680002689362;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Melrosegate 33/11kV;No;Melrosegate;Osbaldwick;Green;Green;Green;Green;53.95916307414937, -1.0597023475962744;80.3680002689362
Mexborough 1_2;448907.0;399915.0;Primary;11.0;24.0;6.05000019073486;18.6200008392334;1.0;0.878;0.8;0.0;4.5799991607666;11.59934;13.1216;30.91087;32.80399;0.942289710044861;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Mexborough 1_2;No;Thurcroft;Thurcroft;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.49367526600995, -1.2642937102414398;94.2289710044861
Mirfield;420462.0;419366.0;Primary;11.0;23.0;4.19000005722046;14.6400003433228;1.0;0.41;2.1904;0.0;6.16959965667725;10.32292;13.1216;27.56682;32.80399;0.840349435806274;9.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Mirfield;No;Thornhill 132kV;Elland;Green;Green;Green;Green;53.67037277586865, -1.6917654007788316;84.0349435806274
Monckton;437653.0;412587.0;Primary;11.0;15.0;2.0;8.0922737121582;0.0;6.0;0.296;0.0;6.6117262878418;11.36039;13.1216;29.84504;32.80399;0.909798920154572;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Monckton;No;Ferrybridge A;Ferrybridge A;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.608493066935104, -1.4323933881975783;90.9798920154572
Monkseaton;433954.0;572142.0;Primary;11.0;20.0;4.84999990463257;19.0699996948242;1.0;0.0;0.0;24.8499999046326;0.930000305175781;8.54;13.1;24.65;33.4;0.738023936748505;1.0;Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Monkseaton;No;Chirton Grange;Tynemouth;Red - Voltage;Green;Red;Green;55.04263257085052, -1.470192219780313;73.80239367485049
Moor Road;427624.0;436929.0;Primary;11.0;20.0;4.73000001907349;17.3600006103516;1.0;0.0;0.0;24.7300000190735;2.63999938964844;11.0613;13.1216;29.3467;32.80399;0.894607484340668;5.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Moor Road;No;Leeds North;Skelton Grange;Green;Green;Green;Green;53.82789753095795, -1.5818012259741943;89.4607484340668
Moss Road;527219.0;409099.0;Supply Point;33.0;59.0;7.32000017166138;29.2900009155273;1.0;5.265;2.107;0.0;0.0;10.01449;17.49546;27.56403;43.73866;0.750512838363647;0.0;Data Not Available;NO;Data Not Available;R;Moss Road;Upstream Constraint;Grimsby West;Grimsby West;Green;Green;Green;Green;53.56309192196917, -0.0806721077065944;75.0512838363647
National Avenue;506695.0;429959.0;Primary;11.0;24.0;1.72000002861023;6.59000015258789;0.0;0.0;0.0;0.0;17.4099998474121;10.26144;13.1216;26.62172;32.80399;0.855191946029663;11.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;National Avenue;No;Hull South;Creyke Beck;Green;Green;Green;Green;53.755079822616366, -0.38324667358663084;85.5191946029663
New Droppingwell Road;438852.0;392657.0;Primary;11.0;25.0;1.82000005245209;9.5;1.0;0.0;0.0;26.8200000524521;15.5;9.376311;25.0;24.5997;62.5;0.990589499473572;6.0;No Voltage Constraint;No;No Voltage Constraint;G;New Droppingwell Road;No;Wincobank;Wincobank;Red - Fault Level;Red - Fault Level;Red;Red;53.42927676526882, -1.416737293179494;99.0589499473572
New Orchard Lane;449710.0;389743.0;Primary;11.0;23.0;2.50999999046326;9.86999988555908;0.0;1.0;1.284;0.0;11.8460001144409;11.3882;13.1216;30.49397;32.80399;0.929580926895142;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;New Orchard Lane;No;Thurcroft;Thurcroft;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.402177098233835, -1.2537946706870937;92.9580926895142
Newcastle Airport;418628.0;571200.0;Primary;11.0;24.0;1.78999996185303;12.4700002670288;1.0;0.0;0.0;0.0;11.5299997329712;9.25;25.0;25.74;62.5;0.843520045280457;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Newcastle Airport;No;Blucher;Stella North;Amber - Voltage;Green;Amber;Green;55.03497475023581, -1.7100834277180823;84.3520045280457
Newhall Road;437498.0;389429.0;Primary;11.0;24.0;2.94000005722046;11.8999996185303;0.0;0.0;0.0;0.0;12.1000003814697;11.27163;13.1216;31.16276;32.80399;1.03409600257874;13.0;No Voltage Constraint;Upstream Constraint;Some Voltage Constraint;R;Newhall Road;No;Pitsmoor 3/4;Pitsmoor 3/4;Red - Fault Level;"Red - Fault Level; Amber - Voltage";Red;Red;53.40036089231288, -1.4374969034208793;103.409600257874
